Principio attivo;Confezione di riferimento;ATC;AIC;Confezione;Farmaco;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 29 ottobre 2015;Differenza;Nota;Codice gruppo equivalenza
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;34859037;"""20 MG/ML SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 6 FIALE";PIROXICAM DOC;DOC GENERICI S.R.L.;  3,12;  3,43;  0,31;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;33415035;"""20 MG/1 ML SOLUZIONE INIETTABILE"" 6 FIALE DA 1 ML";PIROXICAM SANDOZ GMBH;SANDOZ GMBH;  3,12;  3,43;  0,31;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;25262066;"""20 MG/1 ML SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 6 FIALE DA 1 ML";REUMAGIL;S.F. GROUP S.R.L.;  3,12;  3,43;  0,31;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;25062074;6 FIALE SOLUZ INIETT USO IM 20 MG;ROXIDEN;S.F. GROUP S.R.L.;  3,12;  3,43;  0,31;;29B
Potassio canrenoato;20 UNITA' 100 MG - USO ORALE;C03DA02;33921014;"""100 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE RIVESTITE CON FILM";DIUREK;S.F. GROUP S.R.L.;  3,59;  4,33;  0,74;;B0A
Potassio canrenoato;20 UNITA' 100 MG - USO ORALE;C03DA02;23745072;20 COMPRESSE 100;KANRENOL;TEOFARMA S.R.L.;  3,59;  5,42;  1,83;;B0A
Potassio canrenoato;20 UNITA' 100 MG - USO ORALE;C03DA02;35557014;"""100 MG COMPRESSE RIVESTITE CON FILM"" 20 CPR";POTASSIO CANRENOATO EG;EG S.P.A.;  3,59;  4,33;  0,74;;B0A
Potassio canrenoato;20 UNITA' 100 MG - USO ORALE;C03DA02;33807013;100 MG 20 COMPRESSE RIVESTITE;POTASSIO CANRENOATO PENSA;PENSA PHARMA S.P.A.;  3,59;  4,33;  0,74;;B0A
Potassio canrenoato;20 UNITA' 100 MG - USO ORALE;C03DA02;35556012;"""100 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE RIVESTITE CON FILM";POTASSIO CANRENOATO SANDOZ;SANDOZ S.P.A.;  3,59;  4,33;  0,74;;B0A
Pramipexolo;10 UNITA' 0,26 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;34090136;0,26 MG - COMPRESSA A RILASCIO PROLUNGATO - USO ORALE - BLISTER (POLIAMIDE/ALLUMINIO/PVC) 10 COMPRESSE;MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  2,38;  3,68;  1,30;In distribuzione diretta da parte delle Regioni;F4C
Pramipexolo;10 UNITA' 0,26 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42363010;"""0,26 MG COMPRESSE A RILASCIO PROLUNGATO"" 10 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  2,38;  2,38;  0,00;In distribuzione diretta da parte delle Regioni;F4C
Pramipexolo;10 UNITA' 0,26 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;43042011;"""0,26 MG COMPRESSE A RILASCIO PROLUNGATO"" 10 COMPRESSE IN BLISTER OPA-AL-PVC-AL";PRAMIPEXOLO SANDOZ A/S;SANDOZ A/S;  2,38;  2,38;  0,00;In distribuzione diretta da parte delle Regioni;F4C
Pramipexolo;10 UNITA' 0,26 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42309017;"""0,26 MG COMPRESSE A RILASCIO PROLUNGATO"" 10 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  2,38;  2,38;  0,00;In distribuzione diretta da parte delle Regioni;F4C
Pramipexolo;10 UNITA' 0,52 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;34090163;0,52 MG - COMPRESSA A RILASCIO PROLUNGATO - USO ORALE - BLISTER (POLIAMIDE/ALLUMINIO/PVC) 10 COMPRESSE;MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  4,79;  7,15;  2,36;In distribuzione diretta da parte delle Regioni;F4D
Pramipexolo;10 UNITA' 0,52 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42363034;"""0,52 MG COMPRESSE A RILASCIO PROLUNGATO"" 10 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  4,79;  4,79;  0,00;In distribuzione diretta da parte delle Regioni;F4D
Pramipexolo;10 UNITA' 0,52 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;43042047;"""0,52 MG COMPRESSE A RILASCIO PROLUNGATO"" 10 COMPRESSE IN BLISTER OPA-AL-PVC-AL";PRAMIPEXOLO SANDOZ A/S;SANDOZ A/S;  4,79;  4,79;  0,00;In distribuzione diretta da parte delle Regioni;F4D
Pramipexolo;10 UNITA' 0,52 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42309043;"""0,52 MG COMPRESSE A RILASCIO PROLUNGATO"" 10 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  4,79;  4,79;  0,00;In distribuzione diretta da parte delle Regioni;F4D
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;34090035;"""0,18 MG COMPRESSE"" 30 COMPRESSE";MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  5,00;  8,58;  3,58;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;41010075;"""0,18 MG-COMPRESSA-USO ORALE-BLISTER (FOGLIO AL/AL)"" 30 COMPRESSE";OPRYMEA;KRKA D.D.NOVO MESTO;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;39940111;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO ANGENERICO;ANGENERICO S.P.A.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;41097039;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAMIPEXOLO AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;39188026;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO EG;EG S.P.A.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;39942038;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAMIPEXOLO GERMED;GERMED PHARMA S.P.A.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;40084143;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO MYLAN;MYLAN S.P.A.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;40056018;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;40474013;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PRAMIPEXOLO SANDOZ GMBH;SANDOZ GMBH;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;39936051;"""0,18 MG COMPRESSA"" - USO ORALE - BLISTER (ALU/ALU) 30 COMPRESSE";PRAMIPEXOLO TEVA;TEVA B.V.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;39849031;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO ZENTIVA;ZENTIVA ITALIA S.R.L.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;40110049;"""0,18 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/ALU/PVC-AL";RAMIXOLE;ACTAVIS GROUP PTC EHF;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,18 MG - USO ORALE;N04BC05;40036028;"""0,18 MG COMPRESSE"" 30 COMPRESSE";SENEFOR;FIDIA FARMACEUTICI S.P.A.;  5,00;  5,00;  0,00;In distribuzione diretta da parte delle Regioni;F4A
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;34090050;"""0,7 MG COMPRESSE"" 30 COMPRESSE";MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  18,00;  25,64;  7,64;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;41010176;"""0,7 MG-COMPRESSA-USO ORALE-BLISTER (FOGLIO AL/AL)"" 30 COMPRESSE";OPRYMEA;KRKA D.D.NOVO MESTO;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;41493077;0,7 MG-COMPRESSA-USO ORALE-BLISTER ALU/ALU (PVC);PRAMIPEXOLO ACCORD;ACCORD HEALTHCARE LIMITED;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;39940186;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO ANGENERICO;ANGENERICO S.P.A.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;41097142;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAMIPEXOLO AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;39188053;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO EG;EG S.P.A.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;39942077;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAMIPEXOLO GERMED;GERMED PHARMA S.P.A.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;40084257;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PRAMIPEXOLO MYLAN;MYLAN S.P.A.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;40056032;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;40474037;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PRAMIPEXOLO SANDOZ GMBH;SANDOZ GMBH;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;39936137;"""0,7 MG COMPRESSA"" - USO ORALE - BLISTER (ALU/ALU) 30 COMPRESSE";PRAMIPEXOLO TEVA;TEVA B.V.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;39849070;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PRAMIPEXOLO ZENTIVA;ZENTIVA ITALIA S.R.L.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;40110088;"""0,7 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/ALU/PVC-AL";RAMIXOLE;ACTAVIS GROUP PTC EHF;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 0,7 MG - USO ORALE;N04BC05;40036042;"""0,7 MG COMPRESSE"" 30 COMPRESSE";SENEFOR;FIDIA FARMACEUTICI S.P.A.;  18,00;  18,00;  0,00;In distribuzione diretta da parte delle Regioni;F4B
Pramipexolo;30 UNITA' 1,05 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;34090201;1,05 MG - COMPRESSA A RILASCIO PROLUNGATO - USO ORALE - BLISTER (POLIAMIDE/ALLUMINIO/PVC) 30 COMPRESSE;MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  28,99;  37,22;  8,23;In distribuzione diretta da parte delle Regioni;F4E
Pramipexolo;30 UNITA' 1,05 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42363046;"""1,05 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  28,99;  28,99;  0,00;In distribuzione diretta da parte delle Regioni;F4E
Pramipexolo;30 UNITA' 1,05 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;43042086;"""1,05 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER OPA-AL-PVC-AL";PRAMIPEXOLO SANDOZ A/S;SANDOZ A/S;  28,99;  28,99;  0,00;In distribuzione diretta da parte delle Regioni;F4E
Pramipexolo;30 UNITA' 1,05 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42309082;"""1,05 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  28,99;  28,99;  0,00;In distribuzione diretta da parte delle Regioni;F4E
Pramipexolo;30 UNITA' 2,1 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;34090237;2,1 MG - COMPRESSA A RILASCIO PROLUNGATO - USO ORALE - BLISTER (POLIAMIDE/ALLUMINIO/PVC) 30 COMPRESSE;MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  57,97;  68,43;  10,46;In distribuzione diretta da parte delle Regioni;F4F
Pramipexolo;30 UNITA' 2,1 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42363059;"""2,1 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  57,97;  57,97;  0,00;In distribuzione diretta da parte delle Regioni;F4F
Pramipexolo;30 UNITA' 2,1 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;43042148;"""2,1 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER OPA-AL-PVC-AL";PRAMIPEXOLO SANDOZ A/S;SANDOZ A/S;  57,97;  57,97;  0,00;In distribuzione diretta da parte delle Regioni;F4F
Pramipexolo;30 UNITA' 2,1 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42309144;"""2,1 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  57,97;  57,97;  0,00;In distribuzione diretta da parte delle Regioni;F4F
Pramipexolo;30 UNITA' 3,15 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;34090264;3,15 MG - COMPRESSA A RILASCIO PROLUNGATO - USO ORALE - BLISTER (POLIAMIDE/ALLUMINIO/PVC) 30 COMPRESSE;MIRAPEXIN;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  86,96;  99,66;  12,70;In distribuzione diretta da parte delle Regioni;F4G
Pramipexolo;30 UNITA' 3,15 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42363061;"""3,15 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO PENSA;PENSA PHARMA S.P.A.;  86,96;  86,96;  0,00;In distribuzione diretta da parte delle Regioni;F4G
Pramipexolo;30 UNITA' 3,15 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;43042201;"""3,15 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER OPA-AL-PVC-AL";PRAMIPEXOLO SANDOZ A/S;SANDOZ A/S;  86,96;  86,96;  0,00;In distribuzione diretta da parte delle Regioni;F4G
Pramipexolo;30 UNITA' 3,15 MG - USO ORALE (RILASCIO PROLUNGATO);N04BC05;42309207;"""3,15 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/OPA-AL-PVC";PRAMIPEXOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  86,96;  86,96;  0,00;In distribuzione diretta da parte delle Regioni;F4G
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;27786021;"""20 MG COMPRESSE"" 10 COMPRESSE";APLACTIN;F.I.R.M.A. S.P.A.;  1,41;  2,00;  0,59;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;27776018;"""20 MG COMPRESSE"" 10 COMPRESSE";PRASTEROL;ISTITUTO LUSO FARMACO D'ITALIA S.P.A.;  1,41;  3,35;  1,94;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;27309018;"""20 MG COMPRESSE"" 10 COMPRESSE";PRAVASELECT;A.MENARINI INDUSTRIE FARMACEUTICHE RIUNITE S.R.L.;  1,41;  3,35;  1,94;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;38662110;"""20 MG COMPRESSE"" 10 COMPRESSE IN BLISTER AL/AL";PRAVASTATINA ACCORD;ACCORD HEALTHCARE LIMITED;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;40536031;"""20 MG COMPRESSE"" 10 COMPRESSE IN BLISTER AL/AL";PRAVASTATINA ALMUS;HEXAL AG;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37033014;"""20 MG COMPRESSE"" 10 COMPRESSE";PRAVASTATINA ALTER;LABORATORI ALTER S.R.L.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37458407;"""20 MG COMPRESSE"" 10 CPR IN BLISTER AL/OPA/AL/PVC";PRAVASTATINA ANGENERICO;ANGENERICO S.P.A.;  1,41;  2,00;  0,59;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;41337167;"""20 MG COMPRESSE"" 10 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAVASTATINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37683125;"""20 MG COMPRESSE"" 10 CPR IN BLISTER PVC/PVAC/AL";PRAVASTATINA DOC GENERICI;DOC GENERICI S.R.L.;  1,41;  2,00;  0,59;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;38069011;"""20 MG COMPRESSE"" 10 COMPRESSE";PRAVASTATINA DR. REDDY'S;TECNIGEN S.R.L.;  1,41;  2,00;  0,59;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37682236;"""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PVDC/AL";PRAVASTATINA EG;EG S.P.A.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37822018;"""20 MG COMPRESSE"" 10 COMPRESSE";PRAVASTATINA FG;FG S.R.L.;  1,41;  2,00;  0,59;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;41216019;"""20 MG COMPRESSE"" 10 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAVASTATINA MYLAN;MYLAN S.P.A.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37607241;"""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PVAC/AL";PRAVASTATINA MYLAN GENERICS;MYLAN S.P.A.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37620010;"""20 MG COMPRESSE"" 10 CPR IN BLISTER PA/AL/PVC/AL";PRAVASTATINA PENSA;PENSA PHARMA S.P.A.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37613015;"""20 MG COMPRESSE"" 10 CPR IN BLISTER PA/AL/PVC/AL";PRAVASTATINA RANBAXY;RANBAXY ITALIA S.P.A.;  1,41;  2,00;  0,59;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37517113;"""20 MG COMPRESSE"" 10 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";PRAVASTATINA RATIOPHARM;TEVA ITALIA S.R.L.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;39239153;"""20 MG COMPRESSE"" 10 COMPRESSE IN BLISTER ALU/ALU";PRAVASTATINA SANDOZ GMBH;SANDOZ GMBH;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;37143017;"""20 MG COMPRESSE"" 10 CPR IN BLISTER PVC/PVDC/AL";PRAVASTATINA ZENTIVA;ZENTIVA ITALIA S.R.L.;  1,41;  1,41;  0,00;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;38067017;"""20 MG COMPRESSE"" 10 COMPRESSE";RASTANIT;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;  1,41;  2,69;  1,28;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;29371022;"""20 MG COMPRESSE"" 10 COMPRESSE";SANAPRAV;DAIICHI SANKYO ITALIA S.P.A.;  1,41;  3,35;  1,94;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;27297011;"""20 MG COMPRESSE"" 10 COMPRESSE";SELECTIN;BRISTOL MYERS SQUIBB S.R.L.;  1,41;  3,35;  1,94;;DQA
Pravastatina;10 UNITA' 20 MG - USO ORALE;C10AA03;38066015;"""20 MG COMPRESSE"" 10 COMPRESSE";VASTICOR;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;  1,41;  2,31;  0,90;;DQA
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;27786033;"""40 MG COMPRESSE"" 14 COMPRESSE";APLACTIN;F.I.R.M.A. S.P.A.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;38080026;"""40MG COMPRESSE"" 14 COMPRESSE";LANGIPRAV;CRINOS S.P.A.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;27776032;"""40 MG COMPRESSE"" 14 COMPRESSE";PRASTEROL;ISTITUTO LUSO FARMACO D'ITALIA S.P.A.;  6,00;  8,00;  2,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;27309032;"""40 MG COMPRESSE"" 14 COMPRESSE";PRAVASELECT;A.MENARINI INDUSTRIE FARMACEUTICHE RIUNITE S.R.L.;  6,00;  8,00;  2,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;38662185;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER AL/AL";PRAVASTATINA ACCORD;ACCORD HEALTHCARE LIMITED;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;40536171;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER AL/AL";PRAVASTATINA ALMUS;HEXAL AG;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37033026;"""40 MG COMPRESSE"" 14 COMPRESSE";PRAVASTATINA ALTER;LABORATORI ALTER S.R.L.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37458686;"""40 MG COMPRESSE"" 14 CPR IN BLISTER AL/OPA/AL/PVC";PRAVASTATINA ANGENERICO;ANGENERICO S.P.A.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;41337318;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAVASTATINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37823022;"""40 MG COMPRESSE"" 14 COMPRESSE";PRAVASTATINA CHIESI;DOC GENERICI S.R.L.;  6,00;  7,36;  1,36;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37683339;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER PVC/PVAC/AL";PRAVASTATINA DOC GENERICI;DOC GENERICI S.R.L.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37682349;"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC/AL";PRAVASTATINA EG;EG S.P.A.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;41216134;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER PA/AL/PVC/AL";PRAVASTATINA MYLAN;MYLAN S.P.A.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37607367;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER ALU/ALU";PRAVASTATINA MYLAN GENERICS;MYLAN S.P.A.;  6,00;  6,00;  0,00;;DQB
Pravastatina;14 UNITA' 40 MG - USO ORALE;C10AA03;37620109;"""40 MG COMPRESSE"" 14CPR IN BLISTER PA/AL/PVC/AL";PRAVASTATINA PENSA;PENSA PHARMA S.P.A.;  6,00;  6,00;  0,00;;DQB
